date,revenue,orders,aov
2018-06-24,1974501.4499999993,208,9492.795432692305
2018-06-25,2864249.459999997,248,11549.392983870956
2018-06-26,2457638.549999999,247,9949.953643724692
2018-06-27,2155697.099999998,229,9413.524454148464
2018-06-28,2472552.719999998,247,10010.334898785417
2018-06-29,1649279.5199999984,179,9213.852067039097
2018-06-30,1231916.4899999993,128,9624.347578124994
2018-07-01,1936560.0599999991,164,11808.293048780482
2018-07-02,1853007.1199999985,198,9358.621818181811
2018-07-03,2124726.659999998,227,9360.029339207038
2018-07-04,2871411.7499999967,265,10835.516037735837
2018-07-05,2271511.8899999973,196,11589.346377551006
2018-07-06,1519809.8399999994,123,12356.177560975604
2018-07-07,713600.3699999999,93,7673.122258064514
2018-07-08,1144112.4899999998,125,9152.899919999998
2018-07-09,1563635.2499999993,151,10355.200331125823
2018-07-10,1469060.64,136,10801.916470588234
2018-07-11,1457370.1799999995,132,11040.683181818178
2018-07-12,1564111.7099999997,125,12512.893679999997
2018-07-13,2239413.029999998,178,12580.972078651674
2018-07-14,1742738.6699999997,149,11696.232684563756
2018-07-15,2392467.3899999973,155,15435.273483870951
2018-07-16,2429943.299999998,246,9877.818292682918
2018-07-17,2396758.949999998,229,10466.196288209598
2018-07-18,3312357.659999997,311,10650.667717041792
2018-07-19,3108962.9699999965,265,11731.935735849043
2018-07-20,2578903.469999999,254,10153.16326771653
2018-07-21,1690058.5199999977,194,8711.641855670092
2018-07-22,2097229.139999998,224,9362.630089285705
2018-07-23,3188278.6199999973,314,10153.753566878971
2018-07-24,3242085.2099999962,279,11620.37709677418
2018-07-25,3240637.469999997,274,11827.14405109488
2018-07-26,2810416.4099999974,251,11196.878127490028
2018-07-27,2282133.7799999984,198,11525.928181818173
2018-07-28,2026627.2899999989,184,11014.278749999994
2018-07-29,2373935.849999998,192,12364.24921874999
2018-07-30,3038242.0499999966,285,10660.49842105262
2018-07-31,3636566.549999997,328,11087.093140243893
2018-08-01,3245117.6699999967,306,10604.959705882342
2018-08-02,3089944.6199999945,314,9840.587961783422
2018-08-03,3340882.259999995,322,10375.4107453416
2018-08-04,2820698.3699999982,251,11237.842111553779
2018-08-05,2820858.839999997,290,9727.099448275852
2018-08-06,4330472.129999995,378,11456.275476190463
2018-08-07,3766407.3899999955,368,10234.802690217379
2018-08-08,3446675.7299999967,330,10444.471909090898
2018-08-09,3230366.399999996,298,10840.155704697974
2018-08-10,2627767.3499999978,254,10345.540748031488
2018-08-11,2116306.709999999,192,11022.430781249996
2018-08-12,2351430.809999998,206,11414.712669902903
2018-08-13,3101320.799999997,301,10303.391362126236
2018-08-14,3567201.9299999964,330,10809.702818181808
2018-08-15,3665380.949999997,302,12137.023013245023
2018-08-16,2853906.299999995,336,8493.768749999985
2018-08-17,2512675.3499999978,260,9664.135961538454
2018-08-18,1948176.5399999986,199,9789.831859296475
2018-08-19,2064964.949999999,211,9786.563744075826
2018-08-20,2740839.2099999967,263,10421.441863117858
2018-08-21,2123638.6499999985,252,8427.137499999993
2018-08-22,1640219.6699999983,196,8368.467704081624
2018-08-23,1376756.2799999996,149,9239.975033557044
2018-08-24,767093.8499999996,100,7670.938499999997
2018-08-25,854167.8600000002,72,11863.442500000003
2018-08-26,654267.5099999999,74,8841.452837837836
2018-08-27,430405.02,67,6423.95552238806
2018-08-28,296871.29999999993,39,7612.084615384613
2018-08-29,125229.23999999992,11,11384.476363636357
